case_id,visit,ea_id,ag_r00,ag_r27,ag_r28,ag_r29,ag_r30,ag_r31
203064330081,1,20306433,Yes,0,0,0,0,0
203064330093,1,20306433,Yes,0,0,0,0,0
203064330104,1,20306433,No,,,,,
203064330127,1,20306433,Yes,24000,0,0,0,0
203064330138,1,20306433,Yes,0,3600,0,0,0
203064330149,1,20306433,Yes,0,4800,0,0,0
203064330172,1,20306433,Yes,0,0,0,0,730
203064330183,1,20306433,Yes,0,0,0,0,0
203064330195,1,20306433,No,,,,,
203064330217,1,20306433,Yes,0,0,0,0,0
203064330229,1,20306433,No,,,,,
203062720011,1,20306272,Yes,0,0,0,0,0
203062720020,1,20306272,No,,,,,
203062720028,1,20306272,No,,,,,
203062720037,1,20306272,No,,,,,
203062720054,1,20306272,Yes,0,0,0,0,0
203062720063,1,20306272,Yes,0,0,0,0,0
203062720072,1,20306272,No,,,,,
203062720081,1,20306272,No,,,,,
203062720098,1,20306272,Yes,0,0,0,0,0
203062720107,1,20306272,Yes,0,0,0,0,0
203062720124,1,20306272,Yes,0,0,0,0,0
203062720142,1,20306272,Yes,0,0,0,0,0
203062720150,1,20306272,Yes,0,0,0,0,0
203062720159,1,20306272,Yes,0,0,0,0,0
203062720176,1,20306272,Yes,0,0,0,0,0
203062960003,1,20306296,No,,,,,
203062960006,1,20306296,Yes,0,0,0,0,0
203062960010,1,20306296,Yes,0,0,0,0,100
203062960016,1,20306296,Yes,0,0,0,0,0
203062960047,1,20306296,Yes,0,0,0,0,0
203062960059,1,20306296,Yes,0,0,0,0,0
203062960068,1,20306296,Yes,0,0,0,0,0
203062960071,1,20306296,Yes,0,0,0,0,0
203062960077,1,20306296,Yes,0,0,0,0,0
203062960079,1,20306296,Yes,0,0,0,0,0
203062960083,1,20306296,Yes,0,0,0,0,0
203062960085,1,20306296,Yes,0,0,0,0,0
203062960089,1,20306296,Yes,0,0,0,0,0
203062960100,1,20306296,Yes,0,0,0,0,0
203062960122,1,20306296,No,,,,,
203065570007,1,20306557,No,,,,,
203065570030,1,20306557,Yes,0,0,0,0,0
203065570076,1,20306557,No,,,,,
203065570099,1,20306557,No,,,,,
203065570122,1,20306557,Yes,0,0,0,0,0
203065570167,1,20306557,Yes,0,0,0,0,0
203065570190,1,20306557,Yes,0,0,0,0,0
203065570213,1,20306557,Yes,0,0,0,0,0
203065570259,1,20306557,No,,,,,
203065570282,1,20306557,Yes,0,0,0,0,0
203065570305,1,20306557,Yes,6000,0,0,0,0
203065570350,1,20306557,Yes,0,0,0,0,0
203065570373,1,20306557,No,,,,,
203065570396,1,20306557,Yes,0,0,0,0,0
203065570442,1,20306557,No,,,,,
203065570465,1,20306557,No,,,,,
203206750018,1,20320675,No,,,,,
203206750040,1,20320675,No,,,,,
203206750086,1,20320675,No,,,,,
203206750131,1,20320675,Yes,0,0,0,0,0
203206750154,1,20320675,No,,,,,
203206750199,1,20320675,Yes,1500,0,0,0,0
203206750222,1,20320675,Yes,0,6000,120,0,0
203206750290,1,20320675,Yes,0,0,0,0,0
203206750312,1,20320675,Yes,0,0,0,0,0
203206750403,1,20320675,Yes,0,0,0,0,0
204011710019,1,20401171,Yes,0,4000,200,0,600
204011710034,1,20401171,Yes,0,200,0,0,200
204011710049,1,20401171,No,,,,,
204011710063,1,20401171,Yes,0,0,0,0,0
204011710093,1,20401171,Yes,0,0,0,0,0
204011710122,1,20401171,Yes,0,5000,0,0,0
204011710137,1,20401171,Yes,0,0,0,0,0
204011710166,1,20401171,No,,,,,
204011710181,1,20401171,Yes,0,0,0,0,0
204011710196,1,20401171,Yes,0,0,0,0,0
204011710240,1,20401171,Yes,0,0,0,0,0
204011710255,1,20401171,No,,,,,
204011710269,1,20401171,Yes,0,0,0,0,0
204011710299,1,20401171,No,,,,,
204017370010,1,20401737,Yes,0,0,0,0,0
204017370015,1,20401737,No,,,,,
204017370032,1,20401737,Yes,0,0,0,0,0
204017370035,1,20401737,Yes,0,0,0,0,0
204017370086,1,20401737,Yes,0,0,0,0,0
204017370098,1,20401737,No,,,,,
204017370127,1,20401737,Yes,0,0,0,0,0
204017370131,1,20401737,No,,,,,
204017370144,1,20401737,Yes,0,0,0,0,0
204017370162,1,20401737,No,,,,,
204017370179,1,20401737,Yes,0,0,0,0,0
204017370184,1,20401737,Yes,0,0,0,0,0
204017370193,1,20401737,No,,,,,
204017370204,1,20401737,Yes,0,0,0,0,0
204017370210,1,20401737,No,,,,,
204017370214,1,20401737,Yes,0,0,0,0,0
204016270025,1,20401627,Yes,0,0,0,0,0
204016270042,1,20401627,No,,,,,
204016270064,1,20401627,No,,,,,
204016270085,1,20401627,Yes,0,0,0,0,0
204016270127,1,20401627,Yes,0,0,0,0,0
204016270149,1,20401627,Yes,0,0,0,0,0
204016270170,1,20401627,Yes,0,0,0,0,0
204016270191,1,20401627,No,,,,,
204016270234,1,20401627,Yes,0,0,0,0,0
204016270255,1,20401627,No,,,,,
204016270276,1,20401627,Yes,0,0,0,0,0
204016270297,1,20401627,No,,,,,
204016270340,1,20401627,Yes,0,0,0,0,0
204016270361,1,20401627,No,,,,,
204016270382,1,20401627,Yes,0,0,0,0,0
204016270425,1,20401627,No,,,,,
204022980002,1,20402298,Yes,0,0,0,0,0
204022980014,1,20402298,Yes,0,0,0,0,0
204022980026,1,20402298,Yes,0,0,0,0,0
204022980051,1,20402298,Yes,0,0,0,0,0
204022980075,1,20402298,Yes,0,0,0,0,0
204022980087,1,20402298,Yes,0,0,0,0,0
204022980099,1,20402298,Yes,0,0,0,0,0
204022980111,1,20402298,Yes,0,0,0,0,0
204022980135,1,20402298,No,,,,,
204022980147,1,20402298,Yes,0,0,0,0,0
204022980159,1,20402298,No,,,,,
204022980172,1,20402298,No,,,,,
204022980196,1,20402298,Yes,0,0,0,0,0
204022980208,1,20402298,Yes,0,0,0,0,0
204022980220,1,20402298,Yes,0,0,0,0,0
204022980244,1,20402298,No,,,,,
204020450018,1,20402045,Yes,0,0,0,0,0
204020450030,1,20402045,Yes,0,0,0,0,0
204020450041,1,20402045,Yes,0,0,120,0,0
204020450052,1,20402045,No,,,,,
204020450074,1,20402045,Yes,0,0,0,0,0
204020450086,1,20402045,Yes,0,0,0,0,0
204020450097,1,20402045,Yes,0,0,0,0,0
204020450108,1,20402045,Yes,0,0,0,0,0
204020450130,1,20402045,Yes,0,0,0,0,0
204020450141,1,20402045,No,,,,,
204020450153,1,20402045,Yes,0,0,0,0,0
204020450164,1,20402045,Yes,0,100,100,0,200
204020450186,1,20402045,Yes,0,0,0,0,0
204020450197,1,20402045,Yes,0,0,0,0,0
204020450207,1,20402045,Yes,0,0,0,0,0
204020450231,1,20402045,Yes,0,3000,0,0,0
204022010023,1,20402201,No,,,,,
204022010042,1,20402201,No,,,,,
204022010062,1,20402201,No,,,,,
204022010083,1,20402201,Yes,0,0,0,0,0
204022010094,1,20402201,Yes,0,2000,100,0,0
204022010103,1,20402201,No,,,,,
204022010109,1,20402201,No,,,,,
204022010114,1,20402201,Yes,0,0,0,0,0
204022010140,1,20402201,No,,,,,
204022010157,1,20402201,No,,,,,
204022010168,1,20402201,Yes,0,0,0,0,0
204022010171,1,20402201,Yes,0,0,0,0,0
204022010181,1,20402201,Yes,0,0,0,0,0
204022010186,1,20402201,Yes,0,0,0,0,0
204022010231,1,20402201,Yes,0,0,0,0,0
204022010239,1,20402201,Yes,0,0,0,0,0
204021980014,1,20402198,No,,,,,
204021980022,1,20402198,No,,,,,
204021980031,1,20402198,Yes,0,0,0,0,0
204021980039,1,20402198,No,,,,,
204021980056,1,20402198,Yes,0,0,0,0,0
204021980064,1,20402198,No,,,,,
204021980072,1,20402198,Yes,0,0,0,0,0
204021980081,1,20402198,Yes,0,0,0,0,0
204021980097,1,20402198,Yes,0,0,0,0,0
204021980106,1,20402198,Yes,0,0,0,0,0
204021980114,1,20402198,No,,,,,
204021980122,1,20402198,No,,,,,
204021980139,1,20402198,No,,,,,
204021980147,1,20402198,Yes,0,15000,0,0,0
204021980156,1,20402198,Yes,0,750,0,0,0
204021980172,1,20402198,Yes,0,0,0,0,0
204020720001,1,20402072,No,,,,,
204020720012,1,20402072,No,,,,,
204020720034,1,20402072,No,,,,,
204020720045,1,20402072,No,,,,,
204020720067,1,20402072,No,,,,,
204020720122,1,20402072,Yes,0,0,0,0,0
204020720178,1,20402072,No,,,,,
204020720189,1,20402072,Yes,0,0,0,0,0
204020720200,1,20402072,Yes,0,0,0,0,0
204020720222,1,20402072,No,,,,,
204030490007,1,20403049,Yes,0,0,0,0,0
204030490011,1,20403049,Yes,0,0,0,0,0
204030490016,1,20403049,Yes,0,0,0,0,0
204030490021,1,20403049,Yes,0,300,0,0,0
204030490030,1,20403049,No,,,,,
204030490034,1,20403049,Yes,0,0,0,0,0
204030490039,1,20403049,Yes,0,0,0,0,0
204030490044,1,20403049,Yes,0,0,0,0,0
204030490053,1,20403049,No,,,,,
204030490057,1,20403049,Yes,0,0,0,0,0
204030490062,1,20403049,No,,,,,
204030490067,1,20403049,Yes,0,0,0,0,0
204030490076,1,20403049,Yes,0,0,0,0,0
204030490081,1,20403049,Yes,0,0,0,0,0
204030490085,1,20403049,Yes,0,0,0,0,0
204030490094,1,20403049,Yes,0,0,0,0,0
204036680006,1,20403668,Yes,0,5000,0,0,0
204036680020,1,20403668,No,,,,,
204036680023,1,20403668,No,,,,,
204036680035,1,20403668,Yes,0,0,0,0,0
204036680039,1,20403668,No,,,,,
204036680052,1,20403668,Yes,0,0,1050,0,0
204036680060,1,20403668,Yes,180000,20000,5000,0,15
204036680076,1,20403668,Yes,250,0,750,750,0
204036680094,1,20403668,No,,,,,
204036680095,1,20403668,Yes,0,0,6,0,0
204036680096,1,20403668,No,,,,,
204036680108,1,20403668,Yes,0,0,0,0,0
204036680123,1,20403668,Yes,0,250,0,0,0
204036680138,1,20403668,Yes,0,30000,0,0,0
204036680145,1,20403668,Yes,0,0,0,0,0
204036970046,1,20403697,Yes,0,0,0,0,0
204036970052,1,20403697,Yes,26000,0,250,300,0
204036970104,1,20403697,Yes,0,0,0,0,0
204036970130,1,20403697,No,,,,,
204036970155,1,20403697,Yes,0,0,0,0,0
204036970207,1,20403697,No,,,,,
204036970233,1,20403697,No,,,,,
204036970285,1,20403697,No,,,,,
204036970337,1,20403697,No,,,,,
204036970363,1,20403697,No,,,,,
204036970414,1,20403697,No,,,,,
204036970440,1,20403697,Yes,0,0,0,0,0
204036970466,1,20403697,No,,,,,
204036970518,1,20403697,No,,,,,
204045090015,1,20404509,Yes,0,0,0,0,0
204045090025,1,20404509,Yes,0,0,0,0,0
204045090034,1,20404509,No,,,,,
204045090044,1,20404509,Yes,0,0,0,0,0
204045090063,1,20404509,Yes,0,0,0,0,0
204045090072,1,20404509,Yes,0,0,0,0,0
204045090082,1,20404509,Yes,0,0,0,0,0
204045090091,1,20404509,Yes,0,0,0,0,0
204045090110,1,20404509,No,,,,,
204045090119,1,20404509,Yes,0,0,0,0,0
204045090129,1,20404509,No,,,,,
204045090138,1,20404509,Yes,0,0,0,0,0
204045090157,1,20404509,Yes,0,0,0,0,0
204045090167,1,20404509,Yes,0,0,0,0,0
204045090176,1,20404509,Yes,0,0,0,0,0
204045090195,1,20404509,Yes,0,0,0,0,0
204046600001,1,20404660,Yes,0,0,0,0,0
204046600009,1,20404660,Yes,0,0,0,0,0
204046600016,1,20404660,Yes,0,0,0,0,0
204046600032,1,20404660,Yes,0,0,0,0,0
204046600047,1,20404660,No,,,,,
204046600055,1,20404660,Yes,0,0,0,0,0
204046600063,1,20404660,Yes,0,0,0,0,0
204046600071,1,20404660,No,,,,,
204046600086,1,20404660,Yes,0,0,0,0,0
204046600094,1,20404660,Yes,0,0,0,0,0
204046600102,1,20404660,Yes,0,0,0,0,0
204046600110,1,20404660,Yes,0,0,0,0,0
204046600125,1,20404660,Yes,0,0,0,0,0
204046600133,1,20404660,No,,,,,
204046600141,1,20404660,No,,,,,
204046600156,1,20404660,Yes,0,0,0,0,0
204040320025,1,20404032,Yes,0,0,0,0,0
204040320028,1,20404032,Yes,0,0,0,0,0
204040320036,1,20404032,Yes,0,0,0,0,0
204040320057,1,20404032,Yes,0,0,0,0,0
204040320063,1,20404032,Yes,0,0,0,0,0
204040320072,1,20404032,No,,,,,
204040320075,1,20404032,No,,,,,
204040320083,1,20404032,Yes,0,0,0,0,0
204040320096,1,20404032,Yes,0,1000,0,0,0
204040320107,1,20404032,Yes,0,0,0,0,0
204040320114,1,20404032,No,,,,,
204040320149,1,20404032,Yes,0,600,0,0,0
204040320160,1,20404032,Yes,0,0,0,0,0
204040320166,1,20404032,Yes,0,0,0,0,0
204040320180,1,20404032,Yes,0,0,0,0,0
204040320184,1,20404032,No,,,,,
204045750001,1,20404575,Yes,0,0,0,0,0
204045750014,1,20404575,Yes,0,0,0,0,0
204045750042,1,20404575,No,,,,,
204045750056,1,20404575,Yes,0,0,0,0,0
204045750070,1,20404575,Yes,0,0,0,0,0
204045750098,1,20404575,Yes,0,0,0,0,0
204045750111,1,20404575,Yes,0,0,0,0,0
204045750125,1,20404575,Yes,0,0,0,0,0
204045750153,1,20404575,Yes,0,0,0,0,0
204045750167,1,20404575,Yes,0,0,0,0,0
204045750181,1,20404575,Yes,0,0,0,0,0
204045750208,1,20404575,No,,,,,
204045750222,1,20404575,Yes,0,200,0,0,0
204045750236,1,20404575,Yes,0,0,0,0,0
204045750264,1,20404575,Yes,0,0,0,0,0
204045750278,1,20404575,Yes,0,5000,0,0,0
204051320005,1,20405132,Yes,0,0,0,0,0
204051320015,1,20405132,Yes,0,0,0,0,0
204051320044,1,20405132,Yes,0,0,0,0,0
204051320053,1,20405132,Yes,0,0,0,0,0
204051320082,1,20405132,Yes,0,0,0,0,0
204051320092,1,20405132,No,,,,,
204051320101,1,20405132,Yes,0,0,0,0,0
204051320111,1,20405132,Yes,0,0,0,0,0
204051320130,1,20405132,No,,,,,
204051320159,1,20405132,No,,,,,
204051320169,1,20405132,Yes,0,0,0,0,0
204051320178,1,20405132,Yes,0,5000,950,0,0
204057040033,1,20405704,Yes,0,0,0,0,0
204057040053,1,20405704,Yes,0,0,0,0,0
204057040072,1,20405704,No,,,,,
204057040092,1,20405704,No,,,,,
204057040132,1,20405704,Yes,0,0,0,0,0
204057040151,1,20405704,Yes,0,0,0,0,0
204057040171,1,20405704,Yes,0,2000,0,0,0
204057040191,1,20405704,Yes,0,1600,0,0,0
204057040230,1,20405704,Yes,0,0,0,0,0
204057040250,1,20405704,No,,,,,
204057040270,1,20405704,Yes,0,4500,0,0,0
204057040290,1,20405704,Yes,0,0,200,0,0
204057040329,1,20405704,Yes,0,600,0,0,0
204057040349,1,20405704,No,,,,,
204057040369,1,20405704,Yes,0,0,0,0,0
204057040408,1,20405704,No,,,,,
204053660025,1,20405366,Yes,0,0,0,0,0
204053660046,1,20405366,Yes,0,0,0,0,0
204053660072,1,20405366,Yes,0,0,0,0,0
204053660073,1,20405366,Yes,0,0,0,0,0
204053660075,1,20405366,Yes,0,0,0,0,0
204053660091,1,20405366,Yes,0,0,0,0,0
204053660100,1,20405366,No,,,,,
204053660101,1,20405366,Yes,0,0,0,0,0
204053660140,1,20405366,Yes,0,0,0,0,0
204053660142,1,20405366,No,,,,,
204053660162,1,20405366,Yes,0,0,0,0,0
204053660205,1,20405366,Yes,0,0,0,0,0
204053660211,1,20405366,Yes,0,0,0,0,0
204053660216,1,20405366,Yes,0,0,0,0,0
204053660263,1,20405366,Yes,0,0,0,0,0
204053660304,1,20405366,Yes,0,0,0,0,0
204061770016,1,20406177,No,,,,,
204061770037,1,20406177,Yes,0,0,0,0,0
204061770041,1,20406177,Yes,0,0,0,0,0
204061770062,1,20406177,No,,,,,
204061770083,1,20406177,Yes,0,0,0,0,0
204061770125,1,20406177,Yes,4000,0,1500,0,0
204061770145,1,20406177,No,,,,,
204061770165,1,20406177,Yes,0,0,0,0,0
204061770186,1,20406177,No,,,,,
204061770227,1,20406177,Yes,0,0,0,0,0
204061770248,1,20406177,No,,,,,
204061770269,1,20406177,No,,,,,
204061770289,1,20406177,Yes,0,0,0,0,0
204061770331,1,20406177,Yes,0,0,0,0,0
204061770351,1,20406177,No,,,,,
204061770413,1,20406177,No,,,,,
204065980028,1,20406598,No,,,,,
204065980048,1,20406598,Yes,0,0,0,0,0
204065980069,1,20406598,Yes,0,0,0,1050,0
204065980100,1,20406598,Yes,0,0,0,0,0
204065980129,1,20406598,Yes,0,0,0,0,0
204065980149,1,20406598,Yes,0,0,0,0,0
204065980170,1,20406598,Yes,0,0,0,200,0
204065980190,1,20406598,Yes,0,0,0,0,0
204065980230,1,20406598,Yes,0,0,0,0,0
204065980250,1,20406598,Yes,0,0,0,0,0
204065980271,1,20406598,No,,,,,
204065980291,1,20406598,Yes,0,0,0,0,0
204065980331,1,20406598,No,,,,,
204065980351,1,20406598,No,,,,,
204065980372,1,20406598,Yes,0,0,50,0,0
204065980412,1,20406598,Yes,0,0,0,0,0
204063480012,1,20406348,Yes,0,0,0,0,0
204063480037,1,20406348,No,,,,,
204063480049,1,20406348,Yes,0,0,0,0,0
204063480073,1,20406348,Yes,0,0,0,0,0
204063480085,1,20406348,Yes,0,0,0,0,0
204063480097,1,20406348,No,,,,,
204063480110,1,20406348,Yes,0,0,0,0,0
204063480134,1,20406348,Yes,0,0,0,0,0
204063480146,1,20406348,No,,,,,
204063480158,1,20406348,Yes,0,0,0,0,0
204063480170,1,20406348,Yes,0,0,0,0,0
204063480195,1,20406348,Yes,0,1500,380,0,0
204063480207,1,20406348,Yes,0,0,0,0,0
204063480219,1,20406348,Yes,0,0,0,0,0
204063480243,1,20406348,Yes,0,0,0,0,0
204074810007,1,20407481,Yes,0,0,0,0,0
204074810010,1,20407481,Yes,0,0,0,0,0
204074810042,1,20407481,Yes,0,0,0,0,0
204074810055,1,20407481,Yes,0,0,150,0,0
204074810059,1,20407481,No,,,,,
204074810060,1,20407481,Yes,0,0,0,0,0
204074810065,1,20407481,Yes,15000,3000,0,0,0
204074810080,1,20407481,Yes,0,0,0,0,0
204074810082,1,20407481,No,,,,,
204074810083,1,20407481,Yes,0,0,0,0,0
204074810085,1,20407481,No,,,,,
204074810097,1,20407481,Yes,0,0,0,0,0
204074810106,1,20407481,No,,,,,
204074810117,1,20407481,No,,,,,
204074810130,1,20407481,No,,,,,
204073980001,1,20407398,Yes,0,0,0,0,0
204073980014,1,20407398,No,,,,,
204073980029,1,20407398,Yes,0,0,0,0,0
204073980058,1,20407398,Yes,0,0,0,0,0
204073980072,1,20407398,Yes,0,0,0,0,0
204073980086,1,20407398,No,,,,,
204073980114,1,20407398,Yes,0,0,0,0,0
204073980128,1,20407398,Yes,0,8000,500,0,0
204073980148,1,20407398,No,,,,,
204073980171,1,20407398,No,,,,,
204073980185,1,20407398,Yes,0,0,0,0,0
204073980199,1,20407398,No,,,,,
204073980227,1,20407398,No,,,,,
204073980241,1,20407398,Yes,0,0,0,0,0
204073980256,1,20407398,Yes,0,0,0,0,0
204073980284,1,20407398,No,,,,,
204212290006,1,20421229,No,,,,,
204212290039,1,20421229,No,,,,,
204212290050,1,20421229,Yes,0,0,0,0,0
204212290084,1,20421229,No,,,,,
204212290107,1,20421229,No,,,,,
204212290129,1,20421229,No,,,,,
204212290140,1,20421229,No,,,,,
204212290152,1,20421229,No,,,,,
204212290185,1,20421229,No,,,,,
204212290197,1,20421229,No,,,,,
204212290208,1,20421229,Yes,0,0,0,0,0
205013300012,1,20501330,Yes,0,0,0,0,0
205013300014,1,20501330,Yes,0,0,0,0,0
205013300017,1,20501330,No,,,,,
205013300023,1,20501330,No,,,,,
205013300025,1,20501330,Yes,0,0,0,0,0
205013300035,1,20501330,Yes,0,0,0,0,0
205013300039,1,20501330,Yes,0,400,0,0,1000
205013300044,1,20501330,Yes,0,0,0,0,0
205013300046,1,20501330,No,,,,,
205013300070,1,20501330,No,,,,,
205013300094,1,20501330,Yes,0,0,0,0,0
205013300099,1,20501330,No,,,,,
205013300100,1,20501330,No,,,,,
205016640015,1,20501664,Yes,0,0,0,0,0
205016640018,1,20501664,Yes,0,0,0,0,0
205016640028,1,20501664,Yes,0,0,0,0,0
205016640037,1,20501664,Yes,0,0,0,0,0
205016640046,1,20501664,No,,,,,
205016640055,1,20501664,Yes,0,0,0,0,0
205016640064,1,20501664,Yes,0,0,0,0,0
205016640083,1,20501664,Yes,0,0,0,0,0
205016640092,1,20501664,Yes,0,0,0,0,0
205016640101,1,20501664,Yes,0,0,0,0,0
205016640110,1,20501664,Yes,0,0,0,0,0
205016640119,1,20501664,Yes,0,0,0,0,0
205016640129,1,20501664,No,,,,,
205016640156,1,20501664,No,,,,,
205016640165,1,20501664,Yes,0,4000,0,0,1500
205016640184,1,20501664,No,,,,,
205011110019,1,20501111,Yes,3600,0,0,0,0
205011110053,1,20501111,Yes,0,0,500,0,0
205011110070,1,20501111,Yes,0,0,0,0,0
205011110087,1,20501111,No,,,,,
205011110104,1,20501111,Yes,0,0,0,0,0
205011110137,1,20501111,Yes,0,0,0,0,0
205011110154,1,20501111,No,,,,,
205011110171,1,20501111,Yes,0,0,0,0,0
205011110188,1,20501111,Yes,400,0,0,0,0
205011110205,1,20501111,No,,,,,
205011110208,1,20501111,Yes,1500,0,0,0,0
205011110221,1,20501111,Yes,0,0,0,0,0
205011110238,1,20501111,Yes,0,0,0,0,0
205011110255,1,20501111,No,,,,,
205011110289,1,20501111,Yes,0,0,0,0,0
205011110305,1,20501111,Yes,0,0,0,0,0
205022400018,1,20502240,No,,,,,
205022400027,1,20502240,No,,,,,
205022400062,1,20502240,No,,,,,
205022400073,1,20502240,No,,,,,
205022400084,1,20502240,No,,,,,
205022400095,1,20502240,No,,,,,
205022400105,1,20502240,Yes,0,0,0,0,0
205022400116,1,20502240,Yes,0,0,0,0,0
205022400127,1,20502240,No,,,,,
205022400149,1,20502240,No,,,,,
205022400171,1,20502240,Yes,0,0,0,0,0
205022400182,1,20502240,Yes,0,0,0,0,0
205022400193,1,20502240,Yes,0,0,0,0,0
205022400204,1,20502240,Yes,0,0,0,0,0
205022400214,1,20502240,No,,,,,
205022400225,1,20502240,Yes,0,0,0,0,0
205027400001,1,20502740,No,,,,,
205027400006,1,20502740,Yes,0,0,0,0,0
205027400011,1,20502740,Yes,0,0,0,0,0
205027400012,1,20502740,Yes,0,0,0,0,0
205027400026,1,20502740,No,,,,,
205027400039,1,20502740,Yes,0,0,0,0,0
205027400040,1,20502740,Yes,0,0,0,0,0
205027400041,1,20502740,Yes,0,0,0,0,0
205027400058,1,20502740,Yes,0,0,850,0,0
205027400068,1,20502740,No,,,,,
205027400073,1,20502740,Yes,0,0,0,0,0
205027400084,1,20502740,Yes,3000,200,750,0,100
205027400090,1,20502740,No,,,,,
205027400096,1,20502740,No,,,,,
205027400097,1,20502740,Yes,0,0,0,0,1200
205021590003,1,20502159,Yes,0,0,0,0,0
205021590019,1,20502159,Yes,0,0,0,0,0
205021590033,1,20502159,Yes,0,0,0,0,0
205021590050,1,20502159,No,,,,,
205021590067,1,20502159,Yes,0,0,0,0,0
205021590117,1,20502159,Yes,0,0,0,0,0
205021590167,1,20502159,Yes,0,0,0,0,0
205021590183,1,20502159,No,,,,,
205021590200,1,20502159,No,,,,,
205021590217,1,20502159,Yes,0,0,0,0,0
205021590233,1,20502159,Yes,0,0,0,0,100
205021590250,1,20502159,Yes,0,0,0,0,0
205021590283,1,20502159,Yes,0,0,0,0,0
205021590300,1,20502159,No,,,,,
205021590317,1,20502159,Yes,0,0,0,0,0
205021590333,1,20502159,Yes,0,0,0,0,0
205027580001,1,20502758,Yes,0,0,1000,0,0
205027580011,1,20502758,Yes,0,0,0,0,0
205027580021,1,20502758,No,,,,,
205027580032,1,20502758,Yes,0,0,0,0,0
205027580042,1,20502758,No,,,,,
205027580063,1,20502758,Yes,0,0,0,0,0
205027580073,1,20502758,No,,,,,
205027580084,1,20502758,No,,,,,
205027580094,1,20502758,Yes,0,0,0,0,0
205027580125,1,20502758,Yes,0,0,0,0,0
205027580135,1,20502758,No,,,,,
205027580156,1,20502758,No,,,,,
205027580167,1,20502758,No,,,,,
205027580177,1,20502758,Yes,0,10000,0,0,0
205027580187,1,20502758,Yes,0,0,0,0,0
205034760009,1,20503476,No,,,,,
205034760020,1,20503476,No,,,,,
205034760030,1,20503476,Yes,0,0,0,0,0
205034760041,1,20503476,Yes,0,0,0,0,0
205034760051,1,20503476,Yes,0,0,0,0,0
205034760062,1,20503476,No,,,,,
205034760073,1,20503476,No,,,,,
205034760083,1,20503476,No,,,,,
205034760094,1,20503476,Yes,0,0,0,0,0
205034760136,1,20503476,No,,,,,
205034760147,1,20503476,Yes,0,0,0,0,0
205034760157,1,20503476,Yes,0,0,0,0,0
205034760168,1,20503476,No,,,,,
205034760178,1,20503476,No,,,,,
205034760199,1,20503476,Yes,0,0,0,0,0
205034760221,1,20503476,Yes,0,0,0,0,0
205032390004,1,20503239,No,,,,,
205032390013,1,20503239,Yes,0,0,0,0,0
205032390017,1,20503239,No,,,,,
205032390032,1,20503239,Yes,0,2000,0,0,0
205032390041,1,20503239,Yes,0,0,0,0,0
205032390069,1,20503239,No,,,,,
205032390087,1,20503239,No,,,,,
205032390105,1,20503239,Yes,0,0,0,0,0
205032390115,1,20503239,Yes,0,800,0,0,0
205032390142,1,20503239,Yes,0,0,0,0,0
205032390152,1,20503239,No,,,,,
205032390161,1,20503239,No,,,,,
205032390179,1,20503239,No,,,,,
205032390189,1,20503239,No,,,,,
205047290015,1,20504729,No,,,,,
205047290019,1,20504729,No,,,,,
205047290022,1,20504729,No,,,,,
205047290030,1,20504729,No,,,,,
205047290037,1,20504729,No,,,,,
205047290052,1,20504729,No,,,,,
205047290067,1,20504729,Yes,0,0,0,0,0
205047290074,1,20504729,No,,,,,
205047290081,1,20504729,No,,,,,
205047290089,1,20504729,No,,,,,
205047290104,1,20504729,Yes,0,0,0,0,0
205047290126,1,20504729,Yes,0,0,0,0,0
205047290141,1,20504729,Yes,0,0,0,0,0
205047290149,1,20504729,No,,,,,
205043730013,1,20504373,No,,,,,
205043730031,1,20504373,Yes,0,0,0,0,0
205043730040,1,20504373,No,,,,,
205043730049,1,20504373,Yes,0,0,0,0,0
205043730058,1,20504373,No,,,,,
205043730067,1,20504373,No,,,,,
205043730076,1,20504373,Yes,0,0,0,0,0
205043730085,1,20504373,Yes,0,0,0,0,0
205043730103,1,20504373,Yes,0,0,0,0,0
205043730112,1,20504373,No,,,,,
205043730148,1,20504373,No,,,,,
205043730157,1,20504373,No,,,,,
205043730166,1,20504373,Yes,0,0,0,0,0
205043730175,1,20504373,No,,,,,
205043730184,1,20504373,Yes,0,0,0,0,0
205056480007,1,20505648,Yes,0,0,0,0,0
205056480022,1,20505648,No,,,,,
205056480052,1,20505648,No,,,,,
205056480066,1,20505648,No,,,,,
205056480096,1,20505648,Yes,0,0,0,0,0
205056480111,1,20505648,No,,,,,
205056480126,1,20505648,No,,,,,
205056480132,1,20505648,Yes,0,0,0,0,0
205056480170,1,20505648,Yes,0,0,0,0,0
205056480200,1,20505648,Yes,0,0,0,0,0
205056480215,1,20505648,No,,,,,
205056480230,1,20505648,Yes,0,0,0,0,0
205056480260,1,20505648,Yes,0,0,0,0,0
205056480274,1,20505648,No,,,,,
205056480289,1,20505648,No,,,,,
205056480304,1,20505648,No,,,,,
205053170007,1,20505317,Yes,0,0,0,0,0
205053170009,1,20505317,No,,,,,
205053170017,1,20505317,No,,,,,
205053170022,1,20505317,Yes,0,0,0,0,0
205053170025,1,20505317,Yes,0,0,0,0,0
205053170031,1,20505317,Yes,0,0,600,0,0
205053170032,1,20505317,Yes,0,0,120,0,0
205053170033,1,20505317,Yes,0,0,0,0,0
