"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02EQ01","AS02EQ03","AS02EQ0","AS02EQ04","AS02EQ05","CULTURE","AS02EQ06A","AS02EQ06B","AS02EQ07A","AS02EQ07B","AS02EQ07C","AS02EQ07D","AS02EQH","AS02EQ0A","AS02EQ07E","AS02EQ07F","AS02EQ08","AS02EQ09","AS02EQ10","AS02EQ0C"
2,105,8,0,1,1,1,1,"SORGHO",2,11,11,15,9,495,1,1,1,,,2,,,1
2,105,8,0,1,1,2,1,"NIEBE",8,11,11,8,9,192,1,2,1,,,2,,,1
2,105,8,0,2,1,3,1,"SORGHO",2,11,11,10,9,330,1,3,2,,,2,,,1
2,105,8,0,2,1,4,1,"NIEBE",8,11,11,10,9,240,1,4,2,,,2,,,1
2,105,8,0,3,1,5,1,"SORGHO",2,11,11,5,9,165,1,5,3,,,2,,,1
2,105,8,0,3,1,9,1,"NIEBE",8,11,11,10,9,120,1,9,3,,,2,,,1
2,105,8,0,4,1,6,1,"MIL",1,11,11,15,9,495,1,6,4,,,2,,,1
2,105,8,0,4,1,7,1,"SORGHO",2,11,11,3,9,99,1,7,4,,,2,,,1
2,105,8,0,4,1,8,1,"NIEBE",8,11,11,5,9,99,1,8,4,,,2,,,1
2,105,9,0,1,1,1,1,"MIL",1,10,10,10,9,180,1,1,1,,,1,60,1,1
2,105,9,0,1,1,2,1,"NIEBE",8,10,10,10,5,36,1,2,1,,,1,60,1,1
2,105,9,0,2,1,3,1,"MIL",1,10,10,7,9,126,1,3,2,,,1,60,1,1
2,105,9,0,2,1,4,1,"SORGHO",2,10,10,4,9,72,1,4,2,,,1,60,1,1
2,105,10,0,1,1,3,1,"MIL",1,11,11,10,4,120,1,3,1,,,1,10,2,1
2,105,10,0,1,1,4,1,"SORGHO",2,11,11,7,9,210,1,4,1,,,2,,,1
2,105,10,0,1,1,2,1,"MAIS",4,11,11,30,5,90,1,2,1,,,1,10,2,1
2,105,10,0,1,1,1,1,"NIEBE",8,11,11,0,,,1,1,1,,,1,90,1,1
2,105,10,0,2,1,5,1,"MIL",1,11,11,15,4,180,1,5,2,,,2,,,1
2,105,10,0,2,1,7,1,"SORGHO",2,11,11,3,9,90,1,7,2,,,2,,,1
2,105,10,0,2,1,6,1,"NIEBE",8,11,11,20,5,60,1,6,2,,,2,,,1
2,105,10,0,3,1,8,1,"MIL",1,12,11,1300,5,3900,1,8,3,,,2,,,1
2,105,10,0,3,1,9,1,"SORGHO",2,11,11,50,9,1500,1,9,3,,,2,,,1
2,105,10,0,3,1,10,1,"NIEBE",8,11,11,30,5,90,1,10,3,,,2,,,1
2,105,10,0,3,1,11,1,"ARACHIDE",10,11,11,10,5,30,1,11,3,,,2,,,1
2,105,11,0,1,1,1,1,"MIL",1,10,10,35,9,1050,1,1,1,,,2,,,1
2,105,11,0,1,1,3,1,"SORGHO",2,10,10,5,9,155,1,3,1,,,2,,,1
2,105,11,0,1,1,2,1,"NIEBE",8,10,10,12,9,333,1,2,1,,,2,,,1
2,105,11,0,2,1,5,1,"MIL",1,10,10,10,9,300,1,5,2,,,2,,,1
2,105,11,0,2,1,6,1,"SORGHO",2,10,10,3,9,90,1,6,2,,,2,,,1
2,105,11,0,2,1,4,1,"NIEBE",8,10,10,4,9,112,1,4,2,,,2,,,1
2,105,11,0,3,1,7,1,"MIL",1,10,10,7,9,200,1,7,3,,,2,,,1
2,105,11,0,3,1,8,1,"SORGHO",2,10,10,4,9,120,1,8,3,,,2,,,1
2,105,11,0,3,1,10,1,"NIEBE",8,10,10,2,9,70,1,10,3,,,2,,,1
2,105,11,0,3,1,9,1,"SESAME",13,10,10,9999,99,999999,1,9,3,,,2,,,1
2,105,12,0,1,1,5,1,"MIL",1,10,10,4,9,120,1,5,1,,,2,,,1
2,105,12,0,1,1,6,1,"SORGHO",2,10,10,5,9,150,1,6,1,,,2,,,1
2,105,12,0,1,1,7,1,"NIEBE",8,10,10,10,5,30,1,7,1,,,2,,,1
2,105,12,0,1,1,4,1,"SESAME",13,10,10,1,5,2,1,4,1,,,2,,,1
2,105,13,0,1,1,1,1,"MIL",1,11,11,3,9,99,1,1,1,,,1,70,3,1
2,105,13,0,1,1,2,1,"SORGHO",2,11,11,2,9,66,1,2,1,,,1,80,2,1
2,105,13,0,1,1,3,1,"NIEBE",8,11,11,8,5,24,1,3,1,,,1,70,2,1
2,105,13,0,2,1,4,1,"MIL",1,11,11,2,9,66,1,4,2,,,1,70,3,1
2,105,13,0,2,1,5,1,"SORGHO",2,11,11,1,9,33,1,5,2,,,1,80,2,1
2,105,13,0,2,1,6,1,"NIEBE",8,11,11,7,5,21,1,6,2,,,1,98,2,1
2,105,14,0,1,1,1,1,"MIL",1,10,10,17,9,510,1,1,1,,,2,,,1
2,105,14,0,1,1,2,1,"NIEBE",8,10,10,7,9,21,1,2,1,,,2,,,1
2,105,14,0,2,1,3,1,"MIL",1,10,10,16,9,480,1,3,2,,,2,,,1
2,105,14,0,4,1,4,1,"MIL",1,10,10,5,9,150,1,4,4,,,2,,,1
2,105,14,0,4,1,5,1,"NIEBE",8,10,10,1,9,35,1,5,4,,,2,,,1
2,105,14,0,5,1,6,1,"MIL",1,10,10,6,8,130,1,6,5,,,2,,,1
2,105,14,0,5,1,7,1,"NIEBE",8,10,10,2,9,70,1,7,5,,,2,,,1
2,105,15,0,1,1,1,1,"MIL",1,11,11,80,9,2640,1,1,1,,,2,,,1
2,105,15,0,1,1,2,1,"SORGHO",2,11,11,23,9,759,1,2,1,,,2,,,1
2,105,15,0,1,1,3,1,"NIEBE",8,11,11,20,9,480,1,3,1,,,2,,,1
2,105,16,0,1,1,1,1,"MIL",1,10,10,15,9,450,1,1,1,,,2,,,1
2,105,16,0,1,1,2,1,"SORGHO",2,10,10,7,9,210,1,2,1,,,2,,,1
2,105,16,0,1,1,3,1,"NIEBE",8,10,10,6,9,168,1,3,1,,,2,,,1
2,105,17,0,1,1,1,1,"MIL",1,10,10,20,9,600,1,1,1,,,2,,,1
2,105,17,0,1,1,2,1,"SORGHO",2,10,10,9999,99,999999,1,2,1,,,2,,,1
2,105,17,0,2,1,3,1,"MIL",1,10,10,10,9,300,1,3,2,,,2,,,1
2,105,17,0,2,1,4,1,"NIEBE",8,10,10,9999,99,999999,1,4,2,,,2,,,1
2,105,17,0,3,1,5,1,"MIL",1,10,10,3,9,90,1,5,3,,,2,,,1
2,105,17,0,3,1,6,1,"NIEBE",8,10,10,9999,99,999999,1,6,3,,,2,,,1
2,105,17,0,4,1,7,1,"MIL",1,10,10,6,9,18,1,7,4,,,2,,,1
2,105,17,0,4,1,9,1,"SORGHO",2,10,10,9999,99,999999,1,9,4,,,2,,,1
2,105,17,0,4,1,8,1,"NIEBE",8,10,10,10,9,280,1,8,4,,,2,,,1
2,105,17,0,5,1,10,1,"MIL",1,10,10,9999,99,999999,1,10,5,,,2,,,1
2,105,17,0,5,1,11,1,"NIEBE",8,10,10,9999,99,999999,1,11,5,,,2,,,1
2,105,17,0,6,1,13,1,"MIL",1,10,10,9999,99,999999,1,13,6,,,2,,,1
2,105,17,0,6,1,12,1,"NIEBE",8,10,10,9999,99,999999,1,12,6,,,2,,,1
2,105,18,0,1,1,1,1,"MIL",1,10,10,10,9,300,1,1,1,,,2,,,1
2,105,18,0,1,1,2,1,"SORGHO",2,10,10,10,5,300,1,2,1,,,2,,,1
2,105,18,0,1,1,3,1,"NIEBE",8,10,10,20,5,70,1,3,1,,,2,,,1
2,106,1,0,1,1,1,1,"MIL",1,10,12,25,9,1012,1,1,1,,,2,,,1
2,106,1,0,1,1,2,1,"SORGHO",2,10,12,20,9,918,1,2,1,,,2,,,1
2,106,1,0,1,1,3,1,"NIEBE",8,10,12,70,5,481,1,3,1,,,2,,,1
2,106,1,0,2,1,7,1,"MIL",1,10,12,15,9,56,1,7,2,,,2,,,1
2,106,1,0,2,1,5,1,"SORGHO",2,10,12,10,9,81,1,5,2,,,2,,,1
2,106,1,0,2,1,4,1,"NIEBE",8,10,12,15,9,608,1,4,2,,,2,,,1
2,106,1,0,2,1,6,1,"SESAME",13,10,12,40,5,459,1,6,2,,,2,,,1
2,106,2,0,1,1,1,1,"MIL",1,10,10,60,9,1296,1,1,1,,,2,,,1
2,106,2,0,1,1,2,1,"SORGHO",2,10,12,40,9,198,1,2,1,,,2,,,1
2,106,2,0,1,1,3,1,"NIEBE",8,10,12,40,5,108,1,3,1,,,2,,,1
2,106,2,0,1,1,4,1,"ARACHIDE",10,10,12,40,5,48,1,4,1,,,2,,,1
2,106,2,0,2,1,5,1,"MIL",1,10,12,30,9,648,1,5,2,,,2,,,1
2,106,2,0,2,1,6,1,"NIEBE",8,10,12,15,5,41,1,6,2,,,2,,,1
2,106,2,0,3,1,7,1,"MIL",1,10,12,20,9,432,1,7,3,,,2,,,1
2,106,2,0,3,1,8,1,"SORGHO",2,10,12,10,9,270,1,8,3,,,2,,,1
2,106,2,0,3,1,9,1,"NIEBE",8,10,12,10,5,27,1,9,3,,,2,,,1
2,106,2,2,1,1,1,1,"MIL",1,10,10,15,9,607,1,1,1,,,2,,,1
2,106,2,2,1,1,2,1,"SORGHO",2,10,10,10,9,243,1,2,1,,,2,,,1
2,106,2,2,1,1,3,1,"NIEBE",8,10,10,10,9,405,1,3,1,,,2,,,1
2,106,2,2,2,1,4,1,"MIL",1,10,10,10,9,27,1,4,2,,,2,,,1
2,106,2,2,2,1,5,1,"SORGHO",2,10,10,10,5,202,1,5,2,,,2,,,1
2,106,2,2,2,1,6,1,"NIEBE",8,10,10,10,5,27,1,6,2,,,2,,,1
2,106,3,0,1,1,1,1,"MIL",1,10,10,20,4,216,1,1,1,,,2,,,1
2,106,3,0,1,1,2,1,"SORGHO",2,10,10,10,4,108,1,2,1,,,2,,,1
2,106,3,0,1,1,3,1,"NIEBE",8,10,10,7,5,19,1,3,1,,,2,,,1
2,106,3,0,2,1,4,1,"MIL",1,10,10,10,5,27,1,4,2,,,2,,,1
2,106,3,0,2,1,5,1,"NIEBE",8,10,10,5,4,54,1,5,2,,,2,,,1
2,106,3,0,2,1,6,1,"SESAME",13,10,10,12,4,18,1,6,2,,,2,,,1
2,106,3,0,3,1,9,1,"MIL",1,10,10,20,4,216,1,9,3,,,2,,,1
2,106,3,0,3,1,8,1,"NIEBE",8,10,10,13,5,36,1,8,3,,,2,,,1
2,106,3,0,4,1,10,1,"MIL",1,10,10,20,4,216,1,10,4,,,2,,,1
2,106,3,0,4,1,12,1,"NIEBE",8,10,10,14,5,38,1,12,4,,,2,,,1
2,106,4,0,1,1,2,1,"MIL",1,11,12,20,4,216,1,2,1,,,2,,,1
2,106,4,0,1,1,3,1,"SORGHO",2,11,12,5,4,54,1,3,1,,,2,,,1
2,106,4,0,1,1,1,1,"NIEBE",8,11,12,15,5,40,1,1,1,,,2,,,1
2,106,4,0,2,1,5,1,"SORGHO",2,11,12,2,4,21,1,5,2,,,2,,,1
2,106,4,0,2,1,6,1,"NIEBE",8,11,12,8,4,108,1,6,2,,,2,,,1
2,106,4,0,2,1,4,1,"SESAME",13,11,12,2,4,21,1,4,2,,,2,,,1
2,106,4,0,3,1,7,1,"MIL",1,11,12,10,4,98,1,7,3,,,2,,,1
2,106,4,0,3,1,8,1,"SORGHO",2,11,12,9,4,54,1,8,3,,,2,,,1
2,106,4,0,3,1,9,1,"NIEBE",8,11,12,8,4,22,1,9,3,,,2,,,1
2,106,4,0,4,1,10,1,"MIL",1,11,12,8,5,21,1,10,4,,,2,,,1
2,106,4,0,4,1,11,1,"NIEBE",8,11,12,12,4,130,1,11,4,,,2,,,1
2,106,4,0,4,1,12,1,"SORGHO",12,11,12,2,4,216,1,12,4,,,2,,,1
2,106,7,0,1,1,1,1,"MIL",1,10,11,15,4,162,1,1,1,,,2,,,1
2,106,7,0,1,1,2,1,"SORGHO",2,10,11,5,4,54,1,2,1,,,2,,,1
2,106,7,0,1,1,3,1,"NIEBE",8,10,11,10,4,27,1,3,1,,,2,,,1
2,106,7,0,2,1,4,1,"MIL",1,10,11,10,4,22,1,4,2,,,2,,,1
2,106,7,0,2,1,5,1,"SORGHO",2,10,11,2,4,22,1,5,2,,,2,,,1
2,106,7,0,2,1,6,1,"NIEBE",8,10,11,17,5,46,1,6,2,,,2,,,1
2,106,8,0,1,1,1,1,"MIL",1,11,12,10,4,100,1,1,1,,,2,,,1
2,106,8,0,1,1,2,1,"SORGHO",2,11,12,5,4,54,1,2,1,,,2,,,1
2,106,8,0,1,1,3,1,"NIEBE",8,11,12,10,5,54,1,3,1,,,2,,,1
2,106,8,0,2,1,4,1,"MIL",1,11,12,13,4,14,1,4,2,,,2,,,1
2,106,8,0,2,1,5,1,"SORGHO",2,11,12,13,4,140,1,5,2,,,2,,,1
2,106,8,0,2,1,6,1,"NIEBE",8,11,12,10,5,27,1,6,2,,,2,,,1
2,106,10,0,1,1,1,1,"MIL",1,10,10,16,4,346,1,1,1,,,2,,,1
2,106,10,0,1,1,2,1,"SORGHO",2,10,10,7,4,156,1,2,1,,,2,,,1
2,106,10,0,1,1,3,1,"NIEBE",8,10,10,30,5,81,1,3,1,,,2,,,1
2,106,11,0,1,1,3,1,"MIL",1,10,10,10,9,270,1,3,1,,,1,100,1,1
2,106,11,0,1,1,2,1,"SORGHO",2,10,10,3,9,122,1,2,1,,,2,,,1
2,106,11,0,1,1,1,1,"NIEBE",8,10,10,20,5,54,1,1,1,,,2,,,1
2,106,11,0,2,1,4,1,"MIL",1,10,10,10,9,203,1,4,2,,,2,,,1
2,106,11,0,2,1,5,1,"SORGHO",2,10,10,8,5,21,1,5,2,,,2,,,1
2,106,11,0,2,1,6,1,"NIEBE",8,10,10,7,5,19,1,6,2,,,2,,,1
2,106,11,0,3,1,9,1,"MIL",1,10,10,0,,,1,9,3,,,1,100,1,1
2,106,11,0,3,1,7,1,"SORGHO",2,10,10,6,9,243,1,7,3,,,2,,,1
2,106,11,0,3,1,8,1,"NIEBE",8,10,10,7,5,19,1,8,3,,,2,,,1
2,106,12,0,1,1,1,1,"MIL",1,10,12,100,4,2700,1,1,1,,,2,,,1
2,106,12,0,1,1,2,1,"SORGHO",2,10,12,100,4,4050,1,2,1,,,2,,,1
2,106,12,0,1,1,3,1,"NIEBE",8,10,12,60,5,162,1,3,1,,,2,,,1
2,106,12,0,1,1,4,1,"SESAME",13,10,12,40,5,108,1,4,1,,,2,,,1
2,106,12,0,2,1,5,1,"MIL",1,10,12,20,4,540,1,5,2,,,2,,,1
2,106,12,0,2,1,6,1,"SORGHO",2,10,12,0,,,1,6,2,,,2,,,1
2,106,12,0,2,1,7,1,"NIEBE",8,10,12,20,5,54,1,7,2,,,1,100,8,1
2,106,12,0,3,1,8,1,"MIL",1,10,12,50,4,1350,1,8,3,,,2,,,1
2,106,12,0,3,1,10,1,"SORGHO",2,10,11,20,4,810,1,10,3,,,2,,,1
2,106,12,0,3,1,9,1,"NIEBE",8,10,12,20,5,54,1,9,3,,,2,,,1
2,106,12,0,4,1,11,1,"MIL",1,10,12,15,4,405,1,11,4,,,2,,,1
2,106,12,0,4,1,12,1,"SORGHO",2,10,12,5,5,14,1,12,4,,,2,,,1
2,106,12,0,4,1,13,1,"NIEBE",8,10,12,0,,,1,13,4,,,2,,,1
2,106,12,0,5,1,14,1,"MIL",1,10,12,10,4,270,1,14,5,,,1,100,8,1
2,106,12,0,5,1,15,1,"SORGHO",2,10,12,5,4,122,1,15,5,,,2,,,1
2,106,12,0,5,1,16,1,"NIEBE",8,10,12,10,5,27,1,16,5,,,2,,,1
2,106,12,0,6,1,17,1,"MIL",1,10,12,5,4,135,1,17,6,,,1,100,8,1
2,106,12,0,6,1,18,1,"SORGHO",2,10,12,0,,,1,18,6,,,2,,,1
2,106,12,0,6,1,19,1,"NIEBE",8,10,12,5,5,14,1,19,6,,,2,,,1
2,106,13,0,1,1,1,1,"MIL",1,10,10,25,4,405,1,1,1,,,2,,,1
2,106,13,0,1,1,2,1,"SORGHO",2,10,10,10,4,162,1,2,1,,,2,,,1
2,106,13,0,1,1,3,1,"NIEBE",8,10,10,10,5,11,1,3,1,,,2,,,1
2,106,13,0,2,1,4,1,"MIL",1,10,10,15,5,243,1,4,2,,,2,,,1
2,106,13,0,2,1,5,1,"SORGHO",2,10,10,10,7,113,1,5,2,,,2,,,1
2,106,14,0,1,1,1,1,"MIL",1,10,12,40,9,972,1,1,1,,,2,,,1
2,106,14,0,1,1,2,1,"SORGHO",2,10,12,17,9,367,1,2,1,,,2,,,1
2,106,14,0,1,1,3,1,"NIEBE",8,10,12,20,5,54,1,3,1,,,2,,,1
2,106,14,0,1,1,4,1,"ARACHIDE",20,10,12,20,5,24,1,4,1,,,2,,,1
2,106,14,0,2,1,5,1,"MIL",1,10,12,30,9,723,1,5,2,,,2,,,1
2,106,14,0,2,1,6,1,"SORGHO",2,10,12,5,9,243,1,6,2,,,2,,,1
2,106,14,0,2,1,7,1,"NIEBE",8,10,11,6,5,128,1,7,2,,,2,,,1
2,106,14,0,3,1,8,1,"MIL",1,10,11,10,5,98,1,8,3,,,2,,,1
2,106,14,0,3,1,9,1,"SORGHO",2,10,11,9,5,108,1,9,3,,,2,,,1
2,106,14,0,3,1,10,1,"NIEBE",8,10,11,9,5,108,1,10,3,,,2,,,1
2,106,14,0,4,1,11,1,"MIL",1,10,11,9,5,243,1,11,4,,,2,,,1
2,106,14,0,4,1,12,1,"SORGHO",2,10,11,9,5,108,1,12,4,,,2,,,1
2,106,14,0,4,1,13,1,"NIEBE",8,10,11,4,5,108,1,13,4,,,2,,,1
2,106,14,0,4,1,14,1,"ARACHIDE",10,10,12,6,5,8,1,14,4,,,2,,,1
2,106,15,0,1,1,1,1,"MIL",1,10,10,10,4,162,1,1,1,,,2,,,1
2,106,15,0,1,1,2,1,"SORGHO",2,10,10,5,4,81,1,2,1,,,2,,,1
2,106,15,0,1,1,3,1,"NIEBE",8,10,10,10,5,27,1,3,1,,,2,,,1
2,106,16,0,1,1,1,1,"MIL",1,10,11,20,9,486,1,1,1,,,2,,,1
2,106,16,0,1,1,2,1,"SORGHO",2,10,10,5,9,162,1,2,1,,,2,,,1
2,106,16,0,1,1,3,1,"NIEBE",8,10,12,20,5,5,1,3,1,,,2,,,1
2,106,16,0,2,1,4,1,"MIL",1,10,12,3,9,97,1,4,2,,,2,,,1
2,106,16,0,2,1,5,1,"SORGHO",2,10,12,10,5,27,1,5,2,,,2,,,1
2,106,16,0,2,1,6,1,"NIEBE",8,10,12,10,5,295,1,6,2,,,2,,,1
2,106,16,0,3,1,7,1,"MIL",1,1,12,12,9,295,1,7,3,,,2,,,1
2,106,16,0,3,1,8,1,"SORGHO",2,10,12,5,9,162,1,8,3,,,2,,,1
2,106,17,0,1,1,1,1,"MIL",1,11,12,20,4,216,1,1,1,,,2,,,1
2,106,17,0,1,1,2,1,"SORGHO",2,11,12,10,4,108,1,2,1,,,2,,,1
2,106,17,0,1,1,3,1,"NIEBE",8,11,12,15,5,46,1,3,1,,,2,,,1
2,106,17,0,3,1,6,1,"MIL",1,11,12,10,4,108,1,6,3,,,2,,,1
2,106,17,0,3,1,5,1,"SORGHO",2,11,12,10,4,108,1,5,3,,,2,,,1
2,106,17,0,3,1,4,1,"NIBE",8,11,12,15,5,405,1,4,3,,,2,,,1
2,106,18,0,1,1,2,1,"MIL",1,11,12,15,4,16,1,2,1,,,2,,,1
2,106,18,0,1,1,1,1,"SORGHO",2,11,12,5,4,54,1,1,1,,,2,,,1
2,106,18,0,1,1,3,1,"NIEBE",8,11,12,10,5,54,1,3,1,,,2,,,1
2,106,18,0,2,1,4,1,"MIL",1,11,12,25,4,270,1,4,2,,,2,,,1
2,106,18,0,2,1,5,1,"SORGHO",2,11,12,3,4,216,1,5,2,,,2,,,1
2,106,18,0,3,1,6,1,"MIL",1,11,12,25,4,270,1,6,3,,,2,,,1
2,106,18,0,3,1,7,1,"SORGHO",2,11,12,20,4,216,1,7,3,,,2,,,1
2,106,18,0,3,1,8,1,"NIEBE",8,11,12,15,5,41,1,8,3,,,2,,,1
2,107,4,0,1,1,1,1,"MIL",1,0,,,,,,1,1,0,6,1,100,3,1
2,107,4,0,1,1,2,1,"NIEBE",8,0,,,,,,2,1,0,6,1,100,3,1
2,107,8,0,1,1,1,1,"MIL",1,9,10,120,4,1500,1,1,1,,,1,50,4,1
2,107,8,0,1,1,2,1,"SORGHO",2,9,10,30,4,375,1,2,1,,,1,50,4,1
2,107,8,0,1,1,3,1,"NIEBE",8,9,10,10,7,500,1,3,1,,,1,50,4,1
2,107,8,0,1,1,4,1,"ARACHIDE",10,9,10,5,7,250,1,4,1,,,1,50,4,1
2,107,9,0,1,1,1,1,"MIL",1,9,10,5,7,200,1,1,1,,,1,60,1,1
2,107,9,0,1,1,3,1,"NIEBE",8,9,10,2,7,100,1,3,1,,,1,50,2,1
2,107,9,0,1,1,2,1,"ARACHIDE",10,9,10,1,7,50,1,2,1,,,1,20,2,1
2,107,11,0,1,1,1,1,"MIL",1,9,10,12,7,600,1,1,1,,,1,20,1,1
2,107,11,0,1,1,2,1,"SORGHO",2,9,10,6,7,300,1,2,1,,,1,50,1,1
2,107,11,0,1,1,4,1,"NIEBE",8,9,10,5,7,250,1,4,1,,,1,50,2,1
2,107,11,0,1,1,3,1,"ARACHIDE",10,9,10,4,7,200,1,3,1,,,1,50,2,1
2,107,12,0,1,1,1,1,"MIL",1,9,10,6,8,600,1,1,1,,,1,50,3,1
2,107,12,0,1,1,2,1,"NIEBE",8,9,10,4,7,200,1,2,1,,,1,30,3,1
2,108,6,0,1,1,1,1,"MIL",1,9,9,0,,,1,1,1,,,1,100,3,1
2,108,6,0,1,1,2,1,"NIEBE",8,9,9,0,,,1,2,1,,,1,100,3,1
2,108,8,0,1,1,1,1,"MIL",1,10,11,8,4,100,1,1,1,,,2,,,1
2,108,8,0,1,1,2,1,"NIEBE",8,10,11,2,5,4,1,2,1,,,1,90,1,1
2,108,10,0,1,1,1,1,"MIL",1,9,10,45,4,675,1,1,1,,,1,50,2,1
2,108,10,0,1,1,2,1,"SORGHO",2,9,10,15,4,100,1,2,1,,,1,50,2,1
2,108,10,0,1,1,3,1,"NIEBE",8,9,10,50,5,109,1,3,1,,,1,50,2,1
2,109,12,0,1,1,1,1,"MIL",1,10,11,100,4,1000,1,1,1,,,2,,,1
2,109,12,0,1,1,2,1,"SORGHO",2,10,11,30,4,300,1,2,1,,,2,,,1
2,109,12,0,1,1,3,1,"NIEBE",8,10,11,1,7,50,1,3,1,,,2,,,1
2,110,1,0,1,1,1,1,"MIL",1,10,10,10,4,100,1,1,1,,,1,90,6,1
2,110,1,0,1,1,2,1,"SORGHO",2,11,11,4,4,50,1,2,1,,,1,5,6,1
2,110,1,0,1,1,3,1,"NIEBE",8,10,10,2,7,100,1,3,1,,,1,5,3,1
2,111,4,0,1,1,1,1,"MIL",1,10,10,75,4,1208,1,1,1,,,2,,,1
2,111,4,0,1,1,2,1,"SORGHO",2,10,10,80,5,180,1,2,1,,,2,,,1
2,111,4,0,1,1,3,1,"NIEBE",8,0,,,,,,3,1,0,1,1,100,2,1
2,111,4,0,1,1,4,1,"ARACHIDE",10,0,,,,,,4,1,0,1,1,100,2,1
2,111,8,0,1,1,1,1,"MIL",1,10,10,30,4,690,1,1,1,,,2,,,1
2,111,8,0,1,1,2,1,"NIEBE",8,10,10,40,5,92,1,2,1,,,2,,,1
2,111,8,0,2,1,3,1,"MIL",1,10,10,10,4,230,1,3,2,,,2,,,1
2,111,8,0,2,1,4,1,"SORGHO",2,0,,,,,,4,2,0,1,1,100,8,1
2,111,8,0,3,1,5,1,"SORGHO",2,0,,,,,,5,3,0,1,1,100,7,1
2,111,9,0,1,1,1,1,"MIL",1,9,10,20,4,276,1,1,1,,,2,,,1
2,111,9,0,1,1,2,1,"NIEBE",8,9,10,40,5,92,1,2,1,,,2,,,1
2,112,2,0,1,1,1,1,"MIL",1,10,10,10,4,115,1,1,1,,,2,,,1
2,112,2,0,1,1,2,1,"SORGHO",2,10,10,10,4,144,1,2,1,,,2,,,1
2,112,2,0,1,1,3,1,"NIEBE",8,10,10,100,5,240,1,3,1,,,2,,,1
2,112,2,0,2,1,4,1,"MIL",1,10,10,20,4,230,1,4,2,,,2,,,1
2,112,2,0,2,1,5,1,"NIEBE",8,10,10,100,5,240,1,5,2,,,2,,,1
2,112,3,0,1,1,1,1,"SORGHO",2,10,10,12,4,276,1,1,1,,,2,,,1
2,112,3,0,2,1,2,1,"MIL",1,10,10,25,4,403,1,2,2,,,2,,,1
2,112,3,0,2,1,3,1,"SORGHO",2,10,10,12,4,276,1,3,2,,,2,,,1
2,112,3,0,2,1,4,1,"NIEBE",8,10,10,20,5,48,1,4,2,,,2,,,1
2,112,3,0,3,1,5,1,"MIL",1,10,10,7,4,129,1,5,3,,,2,,,1
2,112,3,0,3,1,6,1,"SORGHO",2,0,,,,,,6,3,0,1,1,100,2,1
2,112,3,0,3,1,7,1,"NIEBE",8,10,10,30,5,72,1,7,3,,,2,,,1
2,112,5,0,1,1,1,1,"MIL",1,11,11,40,4,644,1,1,1,,,2,,,1
2,112,6,0,1,1,1,1,"SORGHO",2,11,11,11,4,152,1,1,1,,,2,,,1
2,112,6,0,2,1,2,1,"MIL",1,10,10,10,4,138,1,2,2,,,2,,,1
2,112,6,0,2,1,3,1,"NIEBE",8,10,10,20,5,46,1,3,2,,,2,,,1
2,112,7,0,1,1,1,1,"MIL",1,10,10,15,4,242,1,1,1,,,2,,,1
2,112,7,0,1,1,2,1,"SORGHO",2,10,10,10,4,161,1,2,1,,,2,,,1
2,112,7,0,1,1,3,1,"NIEBE",8,10,10,80,5,184,1,3,1,,,1,20,3,1
2,112,9,1,1,1,1,1,"MIL",1,9,9,8,4,92,1,1,1,,,2,,,1
2,112,9,1,1,1,2,1,"SORGHO",2,9,9,7,4,92,1,2,1,,,2,,,1
2,112,11,0,1,1,1,1,"MIL",1,9,10,18,4,290,1,1,1,,,1,64,8,1
2,112,11,0,1,1,2,1,"SORGHO",2,0,,,,,,2,1,0,1,1,100,8,1
2,112,11,0,1,1,3,1,"NIEBE",8,0,,,,,,3,1,0,1,1,100,8,1
2,112,11,0,2,1,4,1,"MIL",1,9,10,20,4,322,1,4,2,,,1,34,8,1
2,112,11,0,2,1,6,1,"SORGHO",2,0,,,,,,6,2,0,1,1,100,8,1
2,112,11,0,2,1,5,1,"NIEBE",8,0,,,,,,5,2,0,1,1,100,8,1
2,112,11,0,3,1,7,1,"SORGHO",2,0,,,,,,7,3,0,1,1,100,3,1
2,112,11,0,4,1,8,1,"MIL",1,9,10,13,4,209,1,8,4,,,1,41,3,1
2,112,11,0,4,1,9,1,"SORGHO",2,0,,,,,,9,4,0,1,1,100,3,1
2,112,11,0,5,1,10,1,"SORGHO",2,10,11,38,4,836,1,10,5,,,1,62,7,1
2,112,11,0,6,1,11,1,"SORGHO",2,10,11,17,4,374,1,11,6,,,1,57,8,1
2,112,11,0,6,1,12,1,"MAIS",4,8,9,5,8,460,1,12,6,,,2,,,1
2,113,3,0,1,1,1,1,"NIEBE",8,10,10,10,5,24,1,1,1,,,1,80,2,1
2,114,1,0,1,1,1,1,"MIL",1,10,12,60,4,600,1,1,1,,,2,,,1
2,114,1,0,1,1,2,1,"NIEBE",8,10,12,10,5,25,1,2,1,,,2,,,1
2,114,1,0,2,1,3,1,"MIL",1,10,12,0,,,1,3,2,,,1,100,7,1
2,114,1,0,2,1,4,1,"NIEBE",8,10,12,2,5,5,1,4,2,,,1,95,4,1
2,114,1,2,1,1,1,1,"MIL",1,10,11,47,4,588,1,1,1,,,2,,,1
2,114,1,2,1,1,2,1,"NIEBE",8,10,11,3,7,188,1,2,1,,,2,,,1
