hhID,crop,crop_area_share,planting_month,planting_year,plotID,harvest_month_begin,harvest_month_end,adm1,adm2,adm3,latitude,longitude,plot_area_reported,plot_area_reported_unit,plot_area_measured,season,harvest_year,harvest_year_begin,harvest_year_end,source,country,harvest_month
010101088800910007,sorghum,NA,6,2010,1_2,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.1875,3. Timad,0.16247999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910007,maize,NA,6,2010,1_3,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.055366,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910017,sorghum,NA,6,2010,1_2,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.031219999999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910017,red pepper,NA,6,2010,1_3,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.00173,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910017,sorghum,NA,6,2010,2_1,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.213534,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,maize,NA,5,2010,1_2,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.023071,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,sorghum,NA,6,2010,2_1,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,1,3. Timad,0.863241,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,maize,NA,6,2010,2_2,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.024531,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,millet,NA,5,2010,3_1,10,12,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,6,1. Hectare,1.203407,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,sesame,NA,7,2010,3_2,10,10,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,1.75,3. Timad,1.319446,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,mangos,5,NA,NA,4_1,NA,NA,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.75,3. Timad,0.5605899999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,sesame,95,7,2010,4_1,10,10,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.75,3. Timad,0.5605899999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,papaya,90,NA,NA,4_2,NA,NA,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.013431,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,coffee,10,NA,NA,4_2,NA,NA,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.013431,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910038,red pepper,NA,4,2010,4_3,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.018550999999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910054,sorghum,NA,6,2010,2_1,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.31123,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910054,sesame,NA,6,2010,2_2,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.035623,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,millet,NA,5,2010,1_2,10,12,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.27394,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sorghum,NA,6,2010,1_3,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.33634000000000003,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,red pepper,NA,6,2010,1_4,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.019132,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sorghum,NA,6,2010,1_5,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.012541,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,maize,NA,6,2010,1_6,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.049214,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sesame,NA,6,2010,2_1,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.625,3. Timad,0.569234,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sorghum,NA,6,2010,2_2,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,1,3. Timad,0.879237,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sesame,NA,7,2010,3_1,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.19823,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910062,sesame,NA,7,2010,4_1,10,10,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.259381,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910070,millet,NA,5,2010,1_2,10,12,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.32342,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910070,sorghum,NA,6,2010,1_3,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.343208,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910070,red pepper,NA,6,2010,1_4,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,1.5,3. Timad,0.007245000000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910070,maize,NA,6,2010,1_6,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.037933999999999996,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910070,sesame,NA,6,2010,2_1,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.15674100000000002,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910082,red pepper,NA,6,2010,1_2,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.005677000000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910082,sorghum,NA,6,2010,2_1,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,2,1. Hectare,1.9175509999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910082,millet,NA,6,2010,3_1,10,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.245621,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910082,sesame,NA,7,2010,3_2,10,10,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.5,3. Timad,0.41062299999999996,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910093,sorghum,NA,6,2010,1_2,11,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.375,3. Timad,0.39563000000000004,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910093,millet,NA,5,2010,1_3,10,12,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,0.25,3. Timad,0.213437,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910093,red pepper,NA,7,2010,1_4,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,8. Medeb,0.012368,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010101088800910093,maize,NA,6,2010,1_5,9,11,Tigray,North Western Tigray,Tahitay Adiyabo,14.2583084106445,37.8096542358398,NA,7. Tilm,0.05312000000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010035,maize,NA,6,2010,1_2,11,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.008,2. Square Meters,0.008745999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010048,maize,NA,6,2010,1_2,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.01,2. Square Meters,0.005215999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,maize,NA,5,2010,1_2,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.375,3. Timad,0.39409,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,millet,NA,4,2010,1_3,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.0625,3. Timad,0.11356,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,lemons,NA,NA,NA,1_4,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,4e-4,2. Square Meters,6.86e-4,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,teff,NA,7,2010,2_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,1.5,3. Timad,0.8449,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,teff,NA,7,2010,3_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.16405,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,millet,NA,4,2010,4_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.11275999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,nueg,NA,6,2010,5_1,11,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.1763,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,lineseed,NA,6,2010,6_1,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.375,3. Timad,0.59795,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,maize,NA,6,2010,7_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.125,3. Timad,0.09748899999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,guava,NA,NA,NA,7_2,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.006,2. Square Meters,0.014378,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010068,lemons,NA,NA,NA,7_3,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,6e-4,2. Square Meters,8.37e-4,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010090,maize,NA,6,2010,1_2,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.0016,2. Square Meters,0.005995,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010136,maize,NA,5,2010,1_2,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,NA,7. Tilm,0.048348,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010136,maize,NA,5,2010,1_3,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.20704,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,maize,NA,6,2010,1_2,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.3642,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,horse beans,NA,6,2010,1_3,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,NA,7. Tilm,0.013522999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,maize,NA,6,2010,1_4,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.375,3. Timad,0.35624,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,lemons,NA,NA,NA,1_5,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.0016,2. Square Meters,0.0018260000000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,teff,NA,7,2010,1_6,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.19804000000000002,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,gesho,NA,NA,NA,1_7,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,4e-4,2. Square Meters,6.360000000000001e-4,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,millet,NA,5,2010,2_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,1.5,3. Timad,0.90276,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,nueg,NA,6,2010,3_1,11,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.5,3. Timad,0.34756,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,millet,NA,5,2010,3_2,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.22393000000000002,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010148,teff,NA,7,2010,4_1,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,1,3. Timad,0.5505800000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010161,maize,NA,6,2010,1_2,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.43916000000000005,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010161,millet,NA,5,2010,1_3,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.375,3. Timad,0.46186000000000005,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010161,red pepper,NA,6,2010,1_4,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,NA,8. Medeb,3.7e-5,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010161,teff,NA,7,2010,2_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.25,3. Timad,0.15777,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,maize,NA,6,2010,1_2,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.5,3. Timad,0.4217,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,red pepper,NA,6,2010,1_3,9,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,NA,8. Medeb,0.001574,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,garlic,NA,8,2010,1_4,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,NA,8. Medeb,0.001628,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,teff,NA,7,2010,2_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.75,3. Timad,0.52265,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,millet,NA,5,2010,3_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.5,3. Timad,0.38289,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,maize,NA,6,2010,4_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.5,3. Timad,0.37038000000000004,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,millet,NA,5,2010,5_1,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.125,3. Timad,0.11364,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010102088801010173,garlic,NA,8,2010,5_2,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,0.0015,2. Square Meters,0.006895,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,maize,NA,6,2010,1_2,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.1904,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,teff,NA,7,2010,1_3,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.010708,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,horse beans,NA,6,2010,1_4,10,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.050275,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,teff,NA,7,2010,1_5,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.09458899999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,teff,NA,7,2010,2_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.048099,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,teff,NA,7,2010,3_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.11904000000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709008,maize,NA,6,2010,4_1,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.375,3. Timad,0.22678,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709016,maize,NA,5,2010,1_2,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.20132,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709016,gesho,NA,NA,NA,1_3,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.012309,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709016,teff,NA,7,2010,2_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.18087,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709016,gesho,NA,NA,NA,4_1,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.023015,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,maize,NA,6,2010,1_2,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.03,3. Timad,0.085479,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,gesho,NA,NA,NA,1_3,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.010135,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,red pepper,NA,4,2010,1_4,9,1,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,8. Medeb,2.97e-4,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,gesho,NA,NA,NA,1_5,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.009343,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,teff,NA,7,2010,2_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.075458,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709024,gesho,NA,NA,NA,5_1,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.013028999999999999,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,maize,NA,6,2010,1_2,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.0625,3. Timad,0.07309500000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,maize,NA,6,2010,1_2,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.22241999999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,horse beans,95,6,2010,1_3,10,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.042775,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,horse beans,95,6,2010,1_3,10,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.12405,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,maize,5,6,2010,1_3,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.042775,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,maize,5,6,2010,1_3,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.12405,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,teff,NA,7,2010,1_4,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.1875,3. Timad,0.18049,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,red pepper,NA,7,2010,1_5,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,8. Medeb,2.94e-4,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,maize,NA,6,2010,1_6,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.14232999999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,teff,NA,7,2010,1_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.03,2. Square Meters,0.032093000000000003,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,teff,NA,7,2010,1_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.048875999999999996,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,millet,NA,6,2010,1_2,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.0625,3. Timad,0.07309500000000001,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709032,millet,NA,6,2010,1_2,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.22241999999999998,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,maize,NA,6,2010,1_2,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.25554,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,maize,NA,6,2010,1_2,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.25,3. Timad,0.21453000000000003,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,horse beans,NA,6,2010,1_3,10,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,0.125,3. Timad,0.082108,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,teff,NA,7,2010,1_4,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.031925999999999996,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,teff,NA,7,2010,1_5,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.094403,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,teff,NA,7,2010,1_6,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.00674,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,teff,NA,7,2010,2_1,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.043276,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
010103088800709040,millet,NA,6,2010,2_2,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,NA,7. Tilm,0.036664999999999996,NA,NA,NA,NA,ETH_2018_ESS_v02_M,Ethiopia,NA
